"","name","country","birthday","starting_number","speed","distance","distance_points","mark_A","mark_B","mark_C","mark_D","mark_E","style_points","gate","gate_points","wind_speed","wind_points","total_points","rank","series_number","total_points_all_jumps","competition_code","hill_code","year","competition_number","k","hs","full_name"
"122","KOS Lovro","SLO","23 JUL 1999","7","88.9","135.5","78.9","18.5","18.5","19.0","19.0","19.0","56.5","13","","-0.01","0.2","135.6","4.","1","238.7","2","bis","2023","0",125,142,"Bischofshofen"
"123","KOS Lovro","SLO","23 JUL 1999","7","89.7","120.5","51.9","17.0","16.5","17.0","17.0","17.0","51.0","15","","-0.01","0.2","103.1","29.","2","238.7","2","bis","2023","0",125,142,"Bischofshofen"
"124","KOUDELKA Roman","CZE","9 JUL 1989","25","89.0","122.5","55.5","16.5","17.0","17.0","17.0","17.0","51.0","13","","-0.12","1.9","108.4","27.","1","224.2","2","bis","2023","0",125,142,"Bischofshofen"
"125","KOUDELKA Roman","CZE","9 JUL 1989","25","89.8","124.5","59.1","17.5","17.5","18.0","17.5","17.5","52.5","15","","-0.26","4.2","115.8","27.","2","224.2","2","bis","2023","0",125,142,"Bischofshofen"
"126","AALTO Antti","FIN","2 APR 1995","42","89.3","120.5","51.9","17.0","17.0","17.0","17.0","17.0","51.0","13","","-0.15","2.4","105.3","28.","1","219.0","2","bis","2023","0",125,142,"Bischofshofen"
"127","AALTO Antti","FIN","2 APR 1995","42","90.0","123.5","57.3","17.5","17.5","17.5","17.5","17.5","52.5","15","","-0.24","3.9","113.7","28.","2","219.0","2","bis","2023","0",125,142,"Bischofshofen"
"128","ZYLA Piotr","POL","16 JAN 1987","20","89.2","117.0","45.6","16.5","16.5","17.0","16.5","17.0","50.0","13","","-0.28","4.5","100.1","30.","1","217.8","2","bis","2023","0",125,142,"Bischofshofen"
"129","ZYLA Piotr","POL","16 JAN 1987","20","90.0","127.0","63.6","17.0","17.5","18.0","17.0","17.5","52.0","15","","-0.13","2.1","117.7","26.","2","217.8","2","bis","2023","0",125,142,"Bischofshofen"
"130","PREVC Domen","SLO","4 JUN 1999","39","88.9","119.5","50.1","17.0","17.0","17.0","16.5","17.0","51.0","13","","-0.14","2.3","103.4","31.","1","103.4","2","bis","2023","0",125,142,"Bischofshofen"
"131","FORFANG Johann","NOR","4 JUL 1995","11","88.9","119.5","50.1","17.5","17.5","18.5","17.5","17.5","52.5","13","","-0.03","0.5","103.1","32.","1","103.1","2","bis","2023","0",125,142,"Bischofshofen"
"132","KOT Maciej","POL","9 JUN 1991","30","88.9","117.5","46.5","16.5","16.5","17.5","16.5","16.5","49.5","13","","-0.42","6.8","102.8","33.","1","102.8","2","bis","2023","0",125,142,"Bischofshofen"
"133","LEYHE Stephan","GER","5 JAN 1992","18","89.8","119.0","49.2","17.5","17.5","17.5","17.0","17.0","52.0","13","","-0.04","0.6","101.8","34.","1","101.8","2","bis","2023","0",125,142,"Bischofshofen"
"134","HAAGEN David","AUT","6 APR 2002","48","88.5","119.0","49.2","17.0","17.0","17.5","17.0","17.0","51.0","13","","-0.10","1.6","101.8","34.","1","101.8","2","bis","2023","0",125,142,"Bischofshofen"
"135","SUNDAL Kristoffer","NOR","7 FEB 2001","23","88.6","116.5","44.7","17.0","16.5","17.5","16.5","16.5","50.0","13","","-0.38","6.2","100.9","36.","1","100.9","2","bis","2023","0",125,142,"Bischofshofen"
"136","KOBAYASHI Junshiro","JPN","11 JUN 1991","41","88.8","118.0","47.4","17.0","17.5","18.0","17.5","17.0","52.0","13","","-0.07","1.1","100.5","37.","1","100.5","2","bis","2023","0",125,142,"Bischofshofen"
"137","PEIER Killian","SUI","28 MAR 1995","32","89.5","116.0","43.8","17.5","17.5","17.0","17.0","17.0","51.5","13","","-0.31","5.0","100.3","38.","1","100.3","2","bis","2023","0",125,142,"Bischofshofen"
"138","WOERGOETTER Marco","AUT","16 OCT 2002","31","88.4","116.0","43.8","17.0","16.5","17.0","16.5","16.5","50.0","13","","-0.37","6.0","99.8","39.","1","99.8","2","bis","2023","0",125,142,"Bischofshofen"
"139","AMMANN Simon","SUI","25 JUN 1981","46","89.3","115.0","42.0","16.5","16.0","16.0","16.5","16.5","49.0","13","","-0.29","4.7","95.7","40.","1","95.7","2","bis","2023","0",125,142,"Bischofshofen"
"140","BELSHAW Erik","USA","23 AUG 2004","29","88.5","111.5","35.7","16.5","17.0","17.0","16.5","16.0","50.0","13","","-0.41","6.6","92.3","41.","1","92.3","2","bis","2023","0",125,142,"Bischofshofen"
"141","NOUSIAINEN Eetu","FIN","29 APR 1997","38","89.4","113.5","39.3","16.5","16.0","16.0","16.0","16.5","48.5","13","","-0.24","3.9","91.7","42.","1","91.7","2","bis","2023","0",125,142,"Bischofshofen"
"142","VASSILYEV Danil","KAZ","22 JUL 2004","49","89.4","113.0","38.4","16.0","16.5","16.5","16.0","16.0","48.5","13","","-0.23","3.7","90.6","43.","1","90.6","2","bis","2023","0",125,142,"Bischofshofen"
"143","TAKEUCHI Taku","JPN","20 MAY 1987","37","88.3","111.0","34.8","16.5","16.5","16.5","16.0","16.0","49.0","13","","-0.16","2.6","86.4","44.","1","86.4","2","bis","2023","0",125,142,"Bischofshofen"
"144","FRANTZ Tate","USA","28 MAR 2005","35","89.2","108.5","30.3","16.5","16.5","16.5","16.0","16.0","49.0","13","","-0.32","5.2","84.5","45.","1","84.5","2","bis","2023","0",125,142,"Bischofshofen"
"145","URLAUB Andrew","USA","12 APR 2001","47","89.3","110.0","33.0","16.0","17.0","16.5","16.0","16.0","48.5","13","","-0.18","2.9","84.4","46.","1","84.4","2","bis","2023","0",125,142,"Bischofshofen"
"146","IMHOF Remo","SUI","19 NOV 2003","44","89.2","110.5","33.9","16.0","16.5","16.5","16.0","16.0","48.5","13","","0.08","-0.9","81.5","47.","1","81.5","2","bis","2023","0",125,142,"Bischofshofen"
"147","STEINBERGER Simon","AUT","18 AUG 2005","43","89.1","108.0","29.4","16.5","16.5","16.5","16.0","16.0","49.0","13","","0.00","0.0","78.4","48.","1","78.4","2","bis","2023","0",125,142,"Bischofshofen"
"148","LANISEK Anze","SLO","20 APR 1996","49","90.0","139.5","86.1","19.5","19.0","19.5","19.5","19.5","58.5","13","15.4","-0.23","3.6","163.6","2.","1","320.3","3","eng","2022","1",125,140,"Engleberg"
"149","LANISEK Anze","SLO","20 APR 1996","49","90.6","142.0","90.6","20.0","19.5","20.0","19.5","19.5","59.0","14","5.1","-0.13","2.0","156.7","1.","2","320.3","3","eng","2022","1",125,140,"Engleberg"
"150","KUBACKI Dawid","POL","12 MAR 1990","50","90.4","139.0","85.2","19.5","19.0","19.5","19.5","19.5","58.5","13","15.4","-0.32","5.0","164.1","1.","1","317.0","3","eng","2022","1",125,140,"Engleberg"
"151","KUBACKI Dawid","POL","12 MAR 1990","50","90.9","140.0","87.0","19.5","19.0","19.5","19.0","19.5","58.0","14","5.1","-0.18","2.8","152.9","4.","2","317.0","3","eng","2022","1",125,140,"Engleberg"
"152","ZYLA Piotr","POL","16 JAN 1987","46","90.6","141.0","88.8","19.0","18.0","19.0","18.5","18.5","56.0","14","10.3","-0.05","0.8","155.9","3.","1","312.3","3","eng","2022","1",125,140,"Engleberg"
"153","ZYLA Piotr","POL","16 JAN 1987","46","90.7","139.0","85.2","19.0","19.0","19.0","19.0","19.0","57.0","14","5.1","-0.58","9.1","156.4","2.","2","312.3","3","eng","2022","1",125,140,"Engleberg"
"154","KRAFT Stefan","AUT","13 MAY 1993","48","90.1","136.5","80.7","19.5","19.0","19.0","19.0","19.0","57.0","13","15.4","-0.02","0.3","153.4","4.","1","307.4","3","eng","2022","1",125,140,"Engleberg"
"155","KRAFT Stefan","AUT","13 MAY 1993","48","90.5","138.0","83.4","19.5","19.5","19.0","19.5","19.5","58.5","14","5.1","-0.45","7.0","154.0","3.","2","307.4","3","eng","2022","1",125,140,"Engleberg"
"156","GRANERUD Halvor","NOR","29 MAY 1996","47","89.9","134.5","77.1","18.5","18.0","18.5","18.0","18.5","55.0","13","15.4","-0.06","0.9","148.4","6.","1","300.6","3","eng","2022","1",125,140,"Engleberg"
"157","GRANERUD Halvor","NOR","29 MAY 1996","47","90.6","141.0","88.8","18.5","19.0","18.5","18.0","18.5","55.5","14","5.1","-0.18","2.8","152.2","5.","2","300.6","3","eng","2022","1",125,140,"Engleberg"
"158","WELLINGER Andreas","GER","28 AUG 1995","29","91.5","137.0","81.6","18.0","18.5","18.0","18.0","18.5","54.5","15","5.1","-0.22","3.4","144.6","11.","1","295.1","3","eng","2022","1",125,140,"Engleberg"
"159","WELLINGER Andreas","GER","28 AUG 1995","29","91.4","139.0","85.2","19.0","19.0","19.0","19.0","19.0","57.0","15","","-0.53","8.3","150.5","6.","2","295.1","3","eng","2022","1",125,140,"Engleberg"
"160","HOERL Jan","AUT","16 OCT 1998","28","91.1","141.0","88.8","18.5","18.5","19.0","18.5","19.0","56.0","15","5.1","0.00","0.0","149.9","5.","1","294.1","3","eng","2022","1",125,140,"Engleberg"
"161","HOERL Jan","AUT","16 OCT 1998","28","90.3","134.0","76.2","19.0","19.0","18.5","18.5","18.5","56.0","14","5.1","-0.44","6.9","144.2","8.","2","294.1","3","eng","2022","1",125,140,"Engleberg"
"162","STOCH Kamil","POL","25 MAY 1987","34","90.1","130.0","69.0","18.0","18.5","18.0","18.5","18.5","55.0","14","10.3","-0.75","11.7","146.0","8.","1","287.8","3","eng","2022","1",125,140,"Engleberg"
"163","STOCH Kamil","POL","25 MAY 1987","34","90.1","135.5","78.9","18.5","18.5","18.5","18.0","18.0","55.0","14","5.1","-0.18","2.8","141.8","10.","2","287.8","3","eng","2022","1",125,140,"Engleberg"
"164","ZAJC Timi","SLO","26 APR 2000","31","90.4","131.5","71.7","17.5","18.0","18.0","18.0","19.0","54.0","14","10.3","-0.56","8.8","144.8","10.","1","286.8","3","eng","2022","1",125,140,"Engleberg"
"165","ZAJC Timi","SLO","26 APR 2000","31","90.4","133.5","75.3","18.5","18.5","18.5","18.5","18.5","55.5","14","5.1","-0.39","6.1","142.0","9.","2","286.8","3","eng","2022","1",125,140,"Engleberg"
"166","KOBAYASHI Ryoyu","JPN","8 NOV 1996","35","90.7","134.5","77.1","18.5","18.0","18.5","18.0","18.0","54.5","14","10.3","-0.27","4.2","146.1","7.","1","284.7","3","eng","2022","1",125,140,"Engleberg"
"167","KOBAYASHI Ryoyu","JPN","8 NOV 1996","35","90.6","134.5","77.1","18.5","18.0","18.5","18.0","18.0","54.5","14","5.1","-0.12","1.9","138.6","12.","2","284.7","3","eng","2022","1",125,140,"Engleberg"
"168","PASCHKE Pius","GER","20 MAY 1990","40","90.3","128.0","65.4","17.0","17.5","17.5","18.0","18.0","53.0","14","10.3","-0.86","13.5","142.2","13.","1","279.2","3","eng","2022","1",125,140,"Engleberg"
"169","PASCHKE Pius","GER","20 MAY 1990","40","90.6","133.0","74.4","18.5","18.0","18.5","18.0","18.0","54.5","15","","-0.52","8.1","137.0","14.","2","279.2","3","eng","2022","1",125,140,"Engleberg"
"170","JELAR Ziga","SLO","22 OCT 1997","21","91.9","136.0","79.8","18.5","18.5","18.5","18.5","18.5","55.5","16","","-0.53","8.3","143.6","12.","1","278.9","3","eng","2022","1",125,140,"Engleberg"
"171","JELAR Ziga","SLO","22 OCT 1997","21","91.3","132.0","72.6","18.5","18.5","18.5","18.5","18.5","55.5","15","","-0.46","7.2","135.3","18.","2","278.9","3","eng","2022","1",125,140,"Engleberg"
"172","JOHANSSON Robert","NOR","23 MAR 1990","42","90.8","124.0","58.2","17.5","17.5","17.5","18.0","18.0","53.0","14","10.3","-1.11","17.4","138.9","17.","1","278.7","3","eng","2022","1",125,140,"Engleberg"
"173","JOHANSSON Robert","NOR","23 MAR 1990","42","91.2","137.0","81.6","18.5","19.0","18.5","18.5","18.5","55.5","15","","-0.17","2.7","139.8","11.","2","278.7","3","eng","2022","1",125,140,"Engleberg"
"174","FETTNER Manuel","AUT","17 JUN 1985","45","90.5","125.0","60.0","17.5","17.5","17.5","18.0","18.0","53.0","14","10.3","-0.29","4.5","127.8","28.","1","275.1","3","eng","2022","1",125,140,"Engleberg"
"175","FETTNER Manuel","AUT","17 JUN 1985","45","91.1","139.5","86.1","18.0","18.5","18.5","18.0","18.0","54.5","15","","-0.43","6.7","147.3","7.","2","275.1","3","eng","2022","1",125,140,"Engleberg"
"176","LINDVIK Marius","NOR","27 JUN 1998","41","90.2","123.5","57.3","17.5","17.5","17.5","17.5","18.0","52.5","14","10.3","-1.11","17.4","137.5","20.","1","274.9","3","eng","2022","1",125,140,"Engleberg"
"177","LINDVIK Marius","NOR","27 JUN 1998","41","90.6","134.0","76.2","17.5","18.0","18.0","18.5","18.5","54.5","15","","-0.43","6.7","137.4","13.","2","274.9","3","eng","2022","1",125,140,"Engleberg"
"178","PREVC Domen","SLO","4 JUN 1999","19","91.6","135.0","78.0","18.0","18.5","18.0","18.0","18.5","54.5","16","","-0.42","6.6","139.1","16.","1","274.8","3","eng","2022","1",125,140,"Engleberg"
"179","PREVC Domen","SLO","4 JUN 1999","19","91.0","132.5","73.5","18.5","18.5","18.0","18.0","18.0","54.5","15","","-0.49","7.7","135.7","17.","2","274.8","3","eng","2022","1",125,140,"Engleberg"
"180","TSCHOFENIG Daniel","AUT","28 MAR 2002","38","90.7","127.5","64.5","17.5","17.5","17.5","18.0","18.0","53.0","14","10.3","-0.71","11.1","138.9","17.","1","274.7","3","eng","2022","1",125,140,"Engleberg"
"181","TSCHOFENIG Daniel","AUT","28 MAR 2002","38","91.2","134.5","77.1","18.5","19.0","19.0","19.0","19.0","57.0","15","","-0.11","1.7","135.8","16.","2","274.7","3","eng","2022","1",125,140,"Engleberg"
"182","LEYHE Stephan","GER","5 JAN 1992","25","91.8","134.5","77.1","18.0","18.5","18.5","18.5","18.5","55.5","16","","-0.83","13.0","145.6","9.","1","273.7","3","eng","2022","1",125,140,"Engleberg"
"183","LEYHE Stephan","GER","5 JAN 1992","25","90.7","128.5","66.3","18.0","18.0","18.0","18.0","18.0","54.0","14","5.1","-0.17","2.7","128.1","25.","2","273.7","3","eng","2022","1",125,140,"Engleberg"
"184","KOS Lovro","KOS","23 JUL 1999","24","91.2","133.0","74.4","17.5","18.0","17.5","18.0","18.0","53.5","16","","-0.55","8.6","136.5","21.","1","273.2","3","eng","2022","1",125,140,"Engleberg"
"185","KOS Lovro","KOS","23 JUL 1999","24","90.8","131.5","71.7","18.0","18.0","18.0","18.5","18.0","54.0","15","","-0.70","11.0","136.7","15.","2","273.2","3","eng","2022","1",125,140,"Engleberg"
"186","BRESADOLA Giovanni","ITA","17 FEB 2001","26","91.7","136.5","80.7","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.48","7.5","142.2","13.","1","273.1","3","eng","2022","1",125,140,"Engleberg"
"187","BRESADOLA Giovanni","ITA","17 FEB 2001","26","91.1","129.5","68.1","17.5","17.5","17.5","17.5","17.5","52.5","15","","-0.66","10.3","130.9","23.","2","273.1","3","eng","2022","1",125,140,"Engleberg"
"188","NAKAMURA Naoki","JPN","19 SEP 1996","37","90.4","129.0","67.2","18.0","18.0","18.0","18.5","18.0","54.0","14","10.3","-0.39","6.1","137.6","19.","1","270.8","3","eng","2022","1",125,140,"Engleberg"
"189","NAKAMURA Naoki","JPN","19 SEP 1996","37","90.7","130.5","69.9","18.5","18.5","18.0","18.0","18.0","54.5","15","","-0.56","8.8","133.2","20.","2","270.8","3","eng","2022","1",125,140,"Engleberg"
"190","GEIGER Karl","GER","11 FEB 1993","44","90.8","124.0","58.2","17.5","18.0","17.5","18.0","18.0","53.5","14","10.3","-0.86","13.5","135.5","23.","1","270.6","3","eng","2022","1",125,140,"Engleberg"
"191","GEIGER Karl","GER","11 FEB 1993","44","91.4","129.5","68.1","17.5","18.0","18.0","18.0","18.0","54.0","15","","-0.83","13.0","135.1","19.","2","270.6","3","eng","2022","1",125,140,"Engleberg"
"192","WASEK Pawel","POL","2 JUN 1999","30","90.9","136.0","79.8","17.5","17.5","16.0","16.5","17.0","51.0","15","5.1","-0.34","5.3","141.2","15.","1","270.2","3","eng","2022","1",125,140,"Engleberg"
"193","WASEK Pawel","POL","2 JUN 1999","30","90.7","129.5","68.1","18.5","18.0","18.5","18.0","18.0","54.5","15","","-0.41","6.4","129.0","24.","2","270.2","3","eng","2022","1",125,140,"Engleberg"
"194","AALTO Antti","FIN","2 APR 1995","18","91.6","134.5","77.1","18.0","18.0","18.0","18.5","18.0","54.0","16","","-0.28","4.4","135.5","23.","1","258.8","3","eng","2022","1",125,140,"Engleberg"
"195","AALTO Antti","FIN","2 APR 1995","18","91.1","123.0","56.4","17.5","17.5","17.5","17.5","17.5","52.5","15","","-0.92","14.4","123.3","27.","2","258.8","3","eng","2022","1",125,140,"Engleberg"
"196","PREVC Peter","SLO","20 SEP 1992","33","90.6","124.0","58.2","17.0","17.5","17.5","18.0","18.0","53.0","14","10.3","-0.85","13.3","134.8","25.","1","258.3","3","eng","2022","1",125,140,"Engleberg"
"197","PREVC Peter","SLO","20 SEP 1992","33","90.9","124.0","58.2","17.5","17.5","17.5","18.0","17.5","52.5","15","","-0.82","12.8","123.5","26.","2","258.3","3","eng","2022","1",125,140,"Engleberg"
"198","EISENBICHLER Markus","GER","3 APR 1991","39","90.7","121.0","52.8","17.0","17.0","17.0","17.5","18.0","51.5","14","10.3","-0.70","11.0","125.6","30.","1","258.0","3","eng","2022","1",125,140,"Engleberg"
"199","EISENBICHLER Markus","GER","3 APR 1991","39","91.1","129.5","68.1","17.5","17.5","17.5","18.0","18.0","53.0","15","","-0.72","11.3","132.4","21.","2","258.0","3","eng","2022","1",125,140,"Engleberg"
"200","FORFANG Johann","NOR","4 JUL 1995","36","90.6","126.5","62.7","17.5","17.0","17.0","17.5","17.5","52.0","14","10.3","-0.28","4.4","129.4","26.","1","252.5","3","eng","2022","1",125,140,"Engleberg"
"201","FORFANG Johann","NOR","4 JUL 1995","36","91.1","119.5","50.1","17.5","17.5","17.0","17.5","17.5","52.5","15","","-1.31","20.5","123.1","28.","2","252.5","3","eng","2022","1",125,140,"Engleberg"
"202","SUNDAL Kristoffer","NOR","7 FEB 2001","23","91.2","133.5","75.3","17.5","18.0","18.0","18.0","18.0","54.0","16","","-0.41","6.4","135.7","22.","1","245.4","3","eng","2022","1",125,140,"Engleberg"
"203","SUNDAL Kristoffer","NOR","7 FEB 2001","23","90.8","118.0","47.4","17.0","17.0","17.0","17.5","17.5","51.5","15","","-0.69","10.8","109.7","29.","2","245.4","3","eng","2022","1",125,140,"Engleberg"
"204","SCHMID Constantin","GER","27 NOV 1999","32","91.0","122.5","55.5","17.0","17.5","17.5","17.5","18.0","52.5","14","10.3","-0.43","6.7","125.0","31.","1","125.0","3","eng","2022","1",125,140,"Engleberg"
"205","KOBAYASHI Junshiro","JPN","11 JUN 1991","16","91.0","129.0","67.2","17.0","17.5","17.5","18.0","17.5","52.5","16","","-0.32","5.0","124.7","32.","1","124.7","3","eng","2022","1",125,140,"Engleberg"
"206","KYTOSAHO Niko","FIN","18 DEC 1999","15","91.3","126.5","62.7","17.0","17.0","17.5","17.5","18.0","52.0","16","","-0.63","9.9","124.6","33.","1","124.6","3","eng","2022","1",125,140,"Engleberg"
"207","MUELLER Markus","AUT","17 JUL 2002","14","91.2","126.0","61.8","17.5","17.5","17.5","18.0","17.5","52.5","16","","-0.59","9.2","123.5","34.","1","123.5","3","eng","2022","1",125,140,"Engleberg"
"208","SATO Yukiya","JPN","19 JUN 1995","17","91.1","128.0","65.4","17.5","17.0","17.5","17.5","17.5","52.5","16","","-0.28","4.4","122.3","35.","1","122.3","3","eng","2022","1",125,140,"Engleberg"
"209","DESCHWANDEN Gregor","SUI","27 FEB 1991","12","91.7","124.0","58.2","17.0","17.0","17.5","17.5","17.5","52.0","16","","-0.74","11.6","121.8","36.","1","121.8","3","eng","2022","1",125,140,"Engleberg"
"210","CLOWES Mackenzie","CAN","13 JUL 1991","13","91.8","122.0","54.6","17.0","17.0","17.5","17.5","17.5","52.0","16","","-0.96","15.0","121.6","37.","1","121.6","3","eng","2022","1",125,140,"Engleberg"
"211","BELSHAW Erik","USA","23 AUG 2004","4","91.0","121.5","53.7","17.0","17.0","17.0","17.5","17.0","51.0","16","","-1.04","16.3","121.0","38.","1","121.0","3","eng","2022","1",125,140,"Engleberg"
"212","HAYBOECK Michael","AUT","5 MAR 1991","43","90.7","115.5","42.9","17.0","17.5","17.0","17.0","17.0","51.0","14","10.3","-1.01","15.8","120.0","39.","1","120.0","3","eng","2022","1",125,140,"Engleberg"
"213","SATO Keiichi","JPN","27 JUL 1997","3","91.3","122.0","54.6","17.0","17.0","17.0","17.5","17.5","51.5","16","","-0.89","13.9","120.0","39.","1","120.0","3","eng","2022","1",125,140,"Engleberg"
"214","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","20","91.0","125.0","60.0","17.5","17.5","17.5","17.5","17.5","52.5","16","","-0.47","7.4","119.9","41.","1","119.9","3","eng","2022","1",125,140,"Engleberg"
"215","PEIER Killian","SUI","28 MAR 1995","5","91.6","123.0","56.4","17.0","17.5","17.5","17.5","17.5","52.5","16","","-0.69","10.8","119.7","42.","1","119.7","3","eng","2022","1",125,140,"Engleberg"
"216","CECON Francesco","ITA","13 NOV 2001","2","91.3","123.0","56.4","16.5","16.0","16.5","16.5","16.5","49.5","16","","-0.88","13.8","119.7","42.","1","119.7","3","eng","2022","1",125,140,"Engleberg"
"217","PETER Dominik","SUI","30 MAY 2001","1","91.6","119.5","50.1","17.0","17.5","17.5","17.5","17.5","52.5","16","","-1.08","16.9","119.5","44.","1","119.5","3","eng","2022","1",125,140,"Engleberg"
"218","HEGGLI Bendik","NOR","14 OCT 2001","22","91.2","124.0","58.2","17.5","17.0","17.5","17.5","17.5","52.5","16","","-0.45","7.0","117.7","45.","1","117.7","3","eng","2022","1",125,140,"Engleberg"
"219","ZNISZCZOL Aleksander","POL","8 MAR 1994","10","91.5","118.5","48.3","16.5","16.5","16.5","17.5","17.5","50.5","16","","-0.99","15.5","114.3","46.","1","114.3","3","eng","2022","1",125,140,"Engleberg"
"220","DEAN Decker","USA","8 AUG 2000","7","91.6","120.0","51.0","17.0","17.0","17.0","17.0","17.0","51.0","16","","-0.70","11.0","113.0","47.","1","113.0","3","eng","2022","1",125,140,"Engleberg"
"221","NIKAIDO Ren","JPN","24 MAY 2001","11","91.2","121.0","52.8","17.5","17.0","17.0","17.5","17.5","52.0","16","","-0.52","8.1","112.9","48.","1","112.9","3","eng","2022","1",125,140,"Engleberg"
